"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WSF2","WT01","WT02","WT03","WT04","WT05","WT08","WT09","WT10"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-09","13.42"," 1352","0.02",,,,"40","33","   10","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-10","9.84"," 0931","0.00",,,,"36","31","  330","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-11","8.95"," 1438","0.00",,,,"34","26","  260","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-12","8.95"," 1534","0.00",,,,"39","25","  270","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-13","8.50"," 1146","0.00",,,,"49","37","  250","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-14","9.62"," 2159","0.00",,,,"53","47","  210","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-15","10.96"," 1724","0.12",,,,"48","43","  130","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-16","10.74"," 1617","0.02",,,,"47","32","  280","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-17","11.18"," 0624","0.00",,,,"32","26","  290","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-18","4.92"," 0014","0.00",,,,"31","25","  290","10.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-19","4.25"," 0058","0.00",,,,"34","29","  290","12.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-20","5.82"," 1104","0.00",,,,"35","32","  240","10.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-21","9.62"," 1522","0.00",,,,"38","34","  170","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-22","10.51"," 2102","0.28",,,,"44","31","  120","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-23","10.29"," 1038","0.12",,,,"50","42","  220","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-24","8.28"," 2316","0.12",,,,"43","38","  270","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-25","13.65"," 1037","0.00",,,,"44","35","  240","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-26","10.51"," 0022","0.00",,,,"51","38","  220","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-27","14.09"," 1122","0.00",,,,"50","32","  260","29.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-28","7.61"," 0000","0.00",,,,"36","26","  290","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-29","9.17"," 2339","0.00",,,,"35","24","  340","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-30","11.41"," 2124","0.00",,,,"24","13","  330","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2014-12-31","14.99"," 2320","0.00",,,,"20","6","  240","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-01","15.21"," 0145","0.00",,,,"32","17","  250","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-02","4.92"," 2037","0.00",,,,"36","20","  140","10.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-03","5.14"," 0703","0.55",,,,"37","31","  330","12.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-04","12.75"," 1516","0.10",,,,"36","5","  300","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-05","10.29"," 1039","0.11",,,,"10","-1","  260","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-06","12.53"," 1434","0.00",,,,"12","5","  270","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-07","16.11"," 0545","0.00",,,,"8","-4","  320","25.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-08","17.22"," 1602","0.05",,,,"20","-7","  210","29.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-09","16.33"," 0027","0.00",,,,"16","3","  310","30.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-10","12.53"," 1135","0.00",,,,"26","0","  210","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-11","10.07"," 1605","0.12",,,,"34","25","  210","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-12","12.53"," 1239","0.03",,,,"30","19","  360","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-13","8.05"," 0033","0.00",,,,"23","13","   40","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-14","7.16"," 1901","0.00",,,,"21","5","  200","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-15","10.74"," 1226","0.00",,,,"36","17","  250","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-16","6.49"," 2105","0.00",,,,"35","22","  140","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-17","15.43"," 1040","0.00",,,,"44","30","  210","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-18","10.51"," 0121","0.00",,,,"43","31","  290","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-19","4.92"," 1814","0.00",,,,"43","27","  100","12.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-20","6.49"," 1655","0.01",,,,"40","33","   20","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-21","7.38"," 1234","0.00",,,,"36","31","  350","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-22","6.04"," 2347","0.00",,,,"34","30","  240","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-23","11.86"," 1015","0.00",,,,"34","30","  250","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-24","8.72"," 1213","0.00",,,,"45","32","  240","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-25","15.88"," 1455","0.06",,,,"38","26","   30","25.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-26","5.82"," 0008","0.04",,,,"29","21","   60","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-27","6.49"," 1446","0.00",,,,"33","24","   30","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-28","10.74"," 1928","0.03",,,,"36","24","  170","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-29","14.76"," 1127","0.00",,,,"39","31","  330","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-30","7.83"," 0206","0.00",,,,"32","23","  340","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-01-31","7.61"," 1041","0.13",,,,"39","23","  250","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-01","17.45"," 2008","0.33",,,,"33","21","   30","30.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-02","12.97"," 0143","0.00",,,,"22","9","  360","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-03","6.71"," 1444","0.05",,,,"30","8","  220","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-04","9.40"," 1544","0.00",,,,"30","12","  330","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-05","9.17"," 1910","0.00",,,,"17","3","  220","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-06","9.17"," 1618","0.00",,,,"32","15","  240","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-07","8.72"," 1449","0.00",,,,"44","25","  200","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-08","10.74"," 1834","0.00",,,,"42","31","   10","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-09","14.09"," 0131","0.00",,,,"31","26","   30","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-10","7.83"," 2104","0.00",,,,"33","25","  140","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-11","12.97"," 1847","0.00",,,,"38","21","  290","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-12","13.87"," 0534","0.00",,,,"21","11","  340","28.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-13","11.18"," 1616","0.00",,,,"29","7","  220","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-14","19.69"," 0758","0.00",,,,"29","4","  320","36.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-15","9.17"," 0139","0.00",,,,"17","0","  330","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-16","4.70"," 0023","0.00",,,,"19","8","  120","10.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-17","12.30"," 1608","0.00",,,,"22","11","  280","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-18","14.76"," 1625","0.00",,,,"11","0","  310","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-19","11.18"," 1045","0.00",,,,"7","-5","  320","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-20","12.53"," 1103","0.00",,,,"20","-1","  170","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-21","4.47"," 0001","0.00",,,,"33","19","  190","12.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-22","13.42"," 1708","0.00",,,,"30","7","  330","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-23","9.84"," 0047","0.00",,,,"15","0","  340","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-24","14.99"," 1129","0.00",,,,"32","6","  240","25.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-25","8.72"," 0113","0.06",,,,"28","16","   50","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-26","13.20"," 0908","0.00",,,,"22","7","   30","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-27","6.93"," 1235","0.00",,,,"17","0","  240","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-02-28","5.37"," 1310","0.00",,,,"23","1","  160","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-01","6.71"," 2227","0.01",,,,"27","18","  280","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-02","6.71"," 1953","0.00",,,,"34","16","   80","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-03","12.53"," 1507","0.10",,,,"37","27","  260","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-04","12.30"," 1543","0.00",,,,"33","14","  320","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-05","9.62"," 1220","0.00",,,,"19","8","  330","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-06","13.20"," 1514","0.00",,,,"27","6","  210","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-07","11.18"," 1345","0.00",,,,"46","26","  250","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-08","6.71"," 1307","0.00",,,,"42","31","  250","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-09","5.82"," 2310","0.00",,,,"52","28","  200","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-10","6.93"," 0002","0.00",,,,"54","38","  200","13.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-11","6.26"," 1221","0.00",,,,"54","36","   60","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-12","8.95"," 1044","0.00",,,,"58","33","  130","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-13","6.71"," 1636","0.00",,,,"65","41","  200","13.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-14","8.72"," 1451","0.00",,,,"62","40","  280","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-15","10.51"," 1619","0.00",,,,"64","34","  210","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-16","14.09"," 2311","0.00",,,,"74","44","   10","29.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-17","14.32"," 0457","0.00",,,,"44","31","   20","32.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-18","4.92"," 1403","0.00",,,,"50","30","   90","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-19","9.17"," 1009","0.00",,,,"50","41","  100","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-20","10.07"," 1904","0.00",,,,"52","39","  210","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-21","11.86"," 0914","0.00",,,,"50","35","   30","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-22","12.97"," 1001","0.00",,,,"37","30","   20","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-23","12.30"," 1115","0.15",,,,"34","30","  100","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-24","10.96"," 2312","0.04",,,,"40","25","  120","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-25","11.86"," 0758","0.13",,,,"43","38","  250","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-26","10.07"," 2353","0.00",,,,"46","34","  350","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-27","13.20"," 0552","0.01",,,,"34","25","   20","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-28","6.71"," 1220","0.00",,,,"37","21","   90","13.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-29","14.99"," 1237","0.04",,,,"51","28","  170","29.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-30","10.51"," 2344","0.00",,,,"64","37","  210","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-03-31","10.07"," 0135","0.00",,,,"57","41","  250","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-01","11.63"," 1744","0.00",,,,"74","41","  180","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-02","10.29"," 0056","0.27",,,,"68","50","  300","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-03","10.96"," 1624","0.00",,,,"57","33","   10","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-04","12.08"," 1333","0.00",,,,"61","31","  260","28.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-05","12.08"," 1054","0.00",,,,"69","47","  230","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-06","8.50"," 2348","0.07",,,,"64","41","   10","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-07","11.86"," 2307","0.04",,,,"49","40","  120","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-08","9.40"," 0449","0.08",,,,"54","43","  320","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-09","13.42"," 2318","0.95",,,,"74","46","  250","36.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-10","17.90"," 0210","0.00",,,,"65","42","  250","36.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-11","7.38"," 1218","0.00",,,,"64","39","  230","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-12","10.07"," 0930","0.00",,,,"71","47","  190","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-13","11.86"," 1320","0.14",,,,"69","53","  280","23.9",,,,,,"    1",,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-14","5.82"," 1139","0.00",,,,"67","46","   70","12.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-15","11.86"," 1453","0.00",,,,"67","44","   60","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-16","6.93"," 0708","0.34",,,,"64","47","   60","14.1","    1",,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-17","4.25"," 1623","0.00",,,,"80","49","  260","13.0","    1",,,,,"    1",,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-18","9.84"," 0723","0.00",,,,"68","50","   20","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-19","9.84"," 1755","0.42",,,,"69","51","   60","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-20","16.55"," 1158","0.00",,,,"56","43","  260","29.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-21","18.34"," 1443","0.00",,,,"58","41","  260","36.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-22","13.42"," 1433","0.00",,,,"49","37","  290","25.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-23","8.05"," 1447","0.00",,,,"56","34","  310","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-24","7.61"," 2124","0.29",,,,"60","35","  110","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-25","14.32"," 1452","0.34",,,,"49","40","   60","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-26","12.30"," 1551","0.00",,,,"57","39","   30","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-27","12.53"," 1103","0.00",,,,"56","43","  360","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-28","4.92"," 1512","0.00",,,,"60","38","   90","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-29","7.61"," 1418","0.00",,,,"64","42","   40","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-04-30","12.97"," 0932","0.00",,,,"52","42","   30","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-01","6.04"," 1203","0.00",,,,"65","40","   80","12.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-02","7.38"," 1227","0.00",,,,"79","53","  250","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-03","10.51"," 1144","0.20",,,,"82","60","  220","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-04","8.50"," 0223","0.00",,,,"74","57","  250","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-05","8.50"," 0324","0.79",,,,"60","51","   70","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-06","5.82"," 1449","0.00",,,,"82","51","   80","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-07","9.84"," 1627","0.00",,,,"87","57","  190","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-08","8.72"," 1542","0.28",,,,"84","66","  230","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-09","9.40"," 1516","0.38",,,,"67","49","   30","21.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-10","8.05"," 0239","0.16",,,,"58","47","   10","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-11","12.97"," 1605","0.14",,,,"71","50","  240","28.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-12","15.66"," 0414","0.00",,,,"58","47","  260","28.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-13","10.29"," 0855","0.00",,,,"53","45","   40","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-14","10.29"," 1656","0.13",,,,"69","46","  120","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-15","10.07"," 0018","0.03",,,,"79","60","  240","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-16","8.50"," 2357","0.00",,,,"82","67","  170","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-17","13.42"," 1413","0.00",,,,"84","69","  180","25.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-18","15.21"," 1423","0.00",,,,"81","51","  250","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-19","10.51"," 0045","0.00",,,,"54","44","  290","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-20","9.40"," 1430","0.02",,,,"51","43","   20","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-21","9.17"," 1203","0.00",,,,"70","47","  290","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-22","8.72"," 1627","0.00",,,,"68","50","   80","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-23","7.38"," 0851","0.00",,,,"83","53","  200","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-24","7.16"," 2328","0.44",,,,"76","62","  170","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-25","14.32"," 0901","0.06",,,,"81","68","  200","28.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-26","12.97"," 1212","0.42",,,,"77","69","  240","31.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-27","11.63"," 0828","0.06",,,,"77","64","  230","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-28","7.16"," 1332","0.00",,,,"84","60","   90","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-29","10.74"," 1030","0.18",,,,"84","71","  210","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-30","14.32"," 1742","0.79",,,,"73","45","   10","28.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-05-31","15.43"," 0211","0.05",,,,"57","44","   30","21.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-01","10.51"," 1540","0.00",,,,"62","48","   40","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-02","4.92"," 1208","0.00",,,,"71","45","   80","15.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-03","6.71"," 1554","0.00",,,,"79","55","   90","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-04","8.50"," 0717","0.00",,,,"82","62","  200","14.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-05","14.99"," 1439","0.00",,,,"73","56","   10","25.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-06","8.95"," 0808","0.00",,,,"73","54","   60","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-07","11.41"," 1028","0.44",,,,"83","60","  220","23.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-08","11.41"," 1537","0.10",,,,"86","63","  300","29.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-09","8.50"," 2247","0.00",,,,"87","61","  220","17.0",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-10","12.53"," 0816","0.09",,,,"94","71","  250","25.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-11","6.71"," 1429","0.20",,,,"79","65","  360","16.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-12","7.61"," 0214","0.17",,,,"74","58","  290","19.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-13","6.49"," 1804","0.19",,,,"88","58","  190","23.9",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-14","8.50"," 1240","1.54",,,,"85","70","  240","18.1",,,,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-15","7.38"," 1557","1.75",,,,"83","71","  330","23.9",,,,,,,,"    1"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2015-06-16","10.74"," 1519","0.00",,,,"74","60","   60","18.1",,,,,,,,
