"","Date","visitor_count","is_schyr","quarter","year","school_year","enrollment","total_trips","X","Quarter..String.","major_enroll","tot_major_count","totcs","totcy","plotdate","non_cy","cs_pct","STATION","NAME","DATE","AWND","PGTM","PRCP","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"2991",2017-09-15,1408,0,3,2017,2016,6064,75,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/15/17",8.95,1259,0,88,64,170,220,16.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",2017-09-16,817,0,3,2017,2016,6064,31,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/16/17",8.5,1206,0,88,67,220,230,17,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993",2017-09-17,13,0,3,2017,2016,6064,41,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/17/17",8.72,1240,0,88,66,300,300,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994",2017-09-18,2073,0,3,2017,2016,6064,91,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/18/17",8.28,1246,0,76,59,70,70,14.1,21,NA,NA,NA,NA,NA,NA,1,NA,NA
"2995",2017-09-19,2099,0,3,2017,2016,6064,82,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/19/17",5.59,1546,0.23,78,66,70,80,14.1,17,1,NA,NA,NA,NA,NA,NA,NA,NA
"2996",2017-09-20,2783,0,3,2017,2016,6064,79,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/20/17",9.62,1533,0,92,66,170,170,21.9,29.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"2997",2017-09-21,2809,0,3,2017,2016,6064,106,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/21/17",6.04,1731,0,95,74,220,170,14.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998",2017-09-22,2308,0,3,2017,2016,6064,115,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/22/17",7.16,1140,0,95,75,240,180,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999",2017-09-23,1107,0,3,2017,2016,6064,81,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/23/17",5.82,1511,0,95,75,80,70,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",2017-09-24,1782,0,3,2017,2016,6064,66,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/24/17",6.26,1229,0,92,73,110,130,15,19,NA,NA,NA,NA,NA,NA,1,NA,NA
"3001",2017-09-25,6349,0,3,2017,2016,6064,108,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/25/17",6.71,1323,0,92,71,110,110,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002",2017-09-26,6731,0,3,2017,2016,6064,112,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/26/17",10.07,1229,0,93,72,210,220,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",2017-09-27,6945,0,3,2017,2016,6064,114,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/27/17",12.08,556,0,73,58,350,340,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004",2017-09-28,6277,0,3,2017,2016,6064,134,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/28/17",7.38,26,0,73,54,350,350,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005",2017-09-29,4827,0,3,2017,2016,6064,104,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/29/17",12.75,2302,0,70,60,70,70,21,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006",2017-09-30,2695,0,3,2017,2016,6064,62,34,"Summer 2017",302,367,15,85,2017.75,282,0.053191489,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","9/30/17",9.4,143,0,66,57,50,50,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007",2017-10-01,4645,1,4,2017,2017,6374,80,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/1/17",9.84,1311,0,72,52,130,150,16.1,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008",2017-10-02,7847,1,4,2017,2017,6374,133,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/2/17",11.18,1243,0,83,62,160,160,21,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3009",2017-10-03,7088,1,4,2017,2017,6374,100,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/3/17",12.75,805,0.12,79,67,220,200,18.1,25.1,1,NA,NA,NA,NA,NA,1,NA,NA
"3010",2017-10-04,7155,1,4,2017,2017,6374,119,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/4/17",8.5,119,0.06,72,62,340,220,17,21.9,1,NA,1,NA,NA,NA,NA,NA,NA
"3011",2017-10-05,6410,1,4,2017,2017,6374,124,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/5/17",5.82,2248,0.01,76,56,40,10,12.1,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"3012",2017-10-06,4505,1,4,2017,2017,6374,91,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/6/17",7.16,1539,0.29,72,62,180,160,14.1,21,1,NA,NA,NA,NA,NA,1,NA,NA
"3013",2017-10-07,2679,1,4,2017,2017,6374,53,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/7/17",17,1429,0.46,80,61,260,260,36.9,48.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"3014",2017-10-08,5081,1,4,2017,2017,6374,85,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/8/17",6.93,1237,0,80,56,240,160,17,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015",2017-10-09,8266,1,4,2017,2017,6374,144,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/9/17",5.37,1952,0,82,55,10,30,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016",2017-10-10,7221,1,4,2017,2017,6374,121,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/10/17",15.21,2351,0.99,74,59,80,70,23,29.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"3017",2017-10-11,7333,1,4,2017,2017,6374,85,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/11/17",14.09,53,0.76,63,57,80,80,25.9,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"3018",2017-10-12,7351,1,4,2017,2017,6374,112,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/12/17",6.49,755,0,60,57,120,90,12.1,15,1,NA,NA,NA,NA,NA,1,NA,NA
"3019",2017-10-13,4954,1,4,2017,2017,6374,112,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/13/17",6.71,1129,0,74,54,190,210,14.1,19.9,1,NA,NA,NA,NA,NA,1,NA,NA
"3020",2017-10-14,1576,1,4,2017,2017,6374,23,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/14/17",7.38,1914,5.2,68,62,310,280,40.9,49,1,NA,1,NA,NA,NA,NA,NA,NA
"3021",2017-10-15,5227,1,4,2017,2017,6374,68,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/15/17",14.09,616,0.31,68,48,280,290,29.1,38,1,NA,NA,NA,NA,NA,NA,NA,NA
"3022",2017-10-16,8897,1,4,2017,2017,6374,114,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/16/17",7.61,1207,0,63,43,240,230,16.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",2017-10-17,8246,1,4,2017,2017,6374,112,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/17/17",12.3,1141,0,71,49,230,230,23.9,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024",2017-10-18,7554,1,4,2017,2017,6374,134,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/18/17",12.3,1353,0,71,50,210,210,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025",2017-10-19,6762,1,4,2017,2017,6374,114,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/19/17",6.71,59,0,69,53,230,220,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026",2017-10-20,4809,1,4,2017,2017,6374,119,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/20/17",10.07,2008,0,80,54,190,180,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",2017-10-21,3128,1,4,2017,2017,6374,86,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/21/17",13.87,1302,0,78,62,210,200,25.1,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028",2017-10-22,4826,1,4,2017,2017,6374,58,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/22/17",13.65,1441,0.57,72,52,330,330,28,34,1,NA,NA,NA,NA,NA,NA,NA,NA
"3029",2017-10-23,7757,1,4,2017,2017,6374,61,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/23/17",10.07,2154,1.01,54,50,270,280,19.9,23.9,1,NA,NA,NA,NA,NA,NA,NA,NA
"3030",2017-10-24,7236,1,4,2017,2017,6374,45,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/24/17",12.3,737,0.55,50,42,260,250,21,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031",2017-10-25,7777,1,4,2017,2017,6374,124,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/25/17",6.49,145,0,54,38,270,270,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",2017-10-26,6636,1,4,2017,2017,6374,115,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/26/17",10.51,1514,0,61,39,140,150,23,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033",2017-10-27,4554,1,4,2017,2017,6374,83,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/27/17",16.33,1156,0,54,37,270,240,25.1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034",2017-10-28,2673,1,4,2017,2017,6374,52,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/28/17",10.74,1135,0.01,40,36,280,280,21,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",2017-10-29,5080,1,4,2017,2017,6374,52,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/29/17",8.05,306,NA,46,33,290,290,19.9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",2017-10-30,7697,1,4,2017,2017,6374,90,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/30/17",15.66,1312,0,51,38,270,270,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037",2017-10-31,6622,1,4,2017,2017,6374,84,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","10/31/17",11.18,31,0,41,35,280,260,25.1,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038",2017-11-01,6709,1,4,2017,2017,6374,83,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/1/17",8.28,1114,0.33,45,37,180,160,16.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039",2017-11-02,6128,1,4,2017,2017,6374,84,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/2/17",5.82,2335,0.08,52,45,340,350,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040",2017-11-03,4631,1,4,2017,2017,6374,93,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/3/17",12.3,1519,0,50,40,60,70,18.1,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",2017-11-04,2423,1,4,2017,2017,6374,21,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/4/17",7.38,240,0.44,51,43,120,120,21.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",2017-11-05,4766,1,4,2017,2017,6374,50,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/5/17",6.71,2328,0.01,53,44,330,320,21,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",2017-11-06,7474,1,4,2017,2017,6374,76,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/6/17",11.41,6,0,44,33,50,330,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044",2017-11-07,6963,1,4,2017,2017,6374,98,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/7/17",10.96,937,0,48,33,60,50,21.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",2017-11-08,7059,1,4,2017,2017,6374,83,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/8/17",4.92,1140,0,47,29,280,280,13,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046",2017-11-09,6222,1,4,2017,2017,6374,70,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/9/17",13.42,2135,0,47,22,320,10,23,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047",2017-11-10,4383,1,4,2017,2017,6374,45,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/10/17",7.83,302,0,31,20,350,330,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",2017-11-11,2694,1,4,2017,2017,6374,40,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/11/17",8.05,1352,0,39,26,150,170,15,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",2017-11-12,4422,1,4,2017,2017,6374,34,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/12/17",4.7,1902,0.1,41,38,300,320,10.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050",2017-11-13,7334,1,4,2017,2017,6374,69,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/13/17",5.37,1135,0,42,32,280,290,10.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051",2017-11-14,6769,1,4,2017,2017,6374,69,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/14/17",9.84,1108,0,50,33,180,170,17,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052",2017-11-15,6719,1,4,2017,2017,6374,60,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/15/17",14.76,2132,0.23,52,34,310,310,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",2017-11-16,5990,1,4,2017,2017,6374,68,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/16/17",8.05,26,0,39,32,340,290,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",2017-11-17,4231,1,4,2017,2017,6374,54,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/17/17",12.3,1622,0.52,48,36,170,180,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",2017-11-18,2002,1,4,2017,2017,6374,18,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/18/17",15.21,1032,0.58,48,36,330,360,29.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",2017-11-19,4068,1,4,2017,2017,6374,30,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/19/17",12.53,2,0,38,30,320,320,21.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057",2017-11-20,6614,1,4,2017,2017,6374,69,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/20/17",16.11,1826,0,54,31,210,180,28,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",2017-11-21,4966,1,4,2017,2017,6374,60,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/21/17",13.65,1512,0.04,45,28,330,330,23.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",2017-11-22,2442,1,4,2017,2017,6374,49,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/22/17",8.05,0,0,35,23,330,330,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060",2017-11-23,3,1,4,2017,2017,6374,16,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/23/17",8.5,512,0,48,32,210,200,16.1,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061",2017-11-24,572,1,4,2017,2017,6374,20,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/24/17",12.97,1812,0,62,34,200,210,23.9,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062",2017-11-25,1605,1,4,2017,2017,6374,21,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/25/17",11.18,236,0,55,36,320,310,21.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",2017-11-26,2923,1,4,2017,2017,6374,34,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/26/17",7.38,1154,0,49,28,250,230,18.1,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064",2017-11-27,7462,1,4,2017,2017,6374,81,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/27/17",7.83,2103,0,57,36,200,210,21.9,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065",2017-11-28,7382,1,4,2017,2017,6374,92,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/28/17",14.32,506,0,62,46,210,200,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066",2017-11-29,6650,1,4,2017,2017,6374,84,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/29/17",6.93,921,0,48,35,70,70,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067",2017-11-30,6443,1,4,2017,2017,6374,69,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","11/30/17",10.51,1349,0,55,39,290,290,21.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068",2017-12-01,6147,1,4,2017,2017,6374,78,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/1/17",4.92,1912,0,53,31,240,170,10.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069",2017-12-02,5394,1,4,2017,2017,6374,49,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/2/17",5.14,736,0,54,35,250,220,10.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3070",2017-12-03,6151,1,4,2017,2017,6374,49,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/3/17",6.26,2319,0,58,31,170,160,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071",2017-12-04,7481,1,4,2017,2017,6374,59,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/4/17",21.7,2139,0.01,65,46,260,200,36,48.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072",2017-12-05,7225,1,4,2017,2017,6374,46,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/5/17",22.82,1407,0,46,28,260,270,38.9,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",2017-12-06,6673,1,4,2017,2017,6374,48,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/6/17",15.21,1047,0,36,26,270,270,25.9,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",2017-12-07,4972,1,4,2017,2017,6374,50,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/7/17",12.3,1124,0,29,19,290,290,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075",2017-12-08,2716,1,4,2017,2017,6374,51,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/8/17",12.3,1153,0,37,18,240,260,21,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",2017-12-09,650,1,4,2017,2017,6374,15,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/9/17",13.42,1156,0.01,32,20,320,320,25.1,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077",2017-12-10,477,1,4,2017,2017,6374,11,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/10/17",10.29,1036,0,36,20,240,230,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",2017-12-11,1363,1,4,2017,2017,6374,32,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/11/17",9.62,2244,0.03,40,26,350,360,29.1,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",2017-12-12,1217,1,4,2017,2017,6374,33,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/12/17",14.32,113,0,32,18,330,330,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",2017-12-13,1153,1,4,2017,2017,6374,22,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/13/17",15.66,1749,0,38,22,310,330,32,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081",2017-12-14,1104,1,4,2017,2017,6374,26,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/14/17",8.5,37,0,30,18,340,340,21.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082",2017-12-15,972,1,4,2017,2017,6374,25,35,"Autumn 2017",6286,7444,256,2766,2018,4678,0.054724241,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","12/15/17",12.08,1042,0,38,21,300,290,23.9,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
